IDPROGRAMA,NAZIV,IDPREDMETA,NAZIVPREDMETA,OZNAKAROKA,SKGODINA,PROSECNAOCENA,BROJPOLAGANJA
101,"Matematika",1915,"Analiza 3A","jan1",2017,9.667,3
101,"Matematika",1915,"Analiza 3A","jan1",2018,5.000,3
101,"Matematika",1915,"Analiza 3A","jan1",2019,5.000,3
101,"Matematika",1915,"Analiza 3A","jan2",2017,5.000,3
101,"Matematika",1915,"Analiza 3A","jan2",2018,9.000,3
101,"Matematika",1915,"Analiza 3A","jan2",2019,5.000,3
101,"Matematika",1915,"Analiza 3A","jun1",2017,9.500,3
101,"Matematika",1915,"Analiza 3A","jun1",2018,9.000,3
101,"Matematika",1915,"Analiza 3A","jun1",2019,10.000,3
101,"Matematika",1915,"Analiza 3A","sep1",2017,5.000,3
101,"Matematika",1915,"Analiza 3A","sep1",2018,8.000,3
101,"Matematika",1915,"Analiza 3A","sep1",2019,9.500,3
101,"Matematika",1915,"Analiza 3A","sep2",2019,6.600,3
101,"Matematika",1915,"Analiza 3A","sep3",2019,5.000,3
101,"Matematika",1916,"Kompleksna analiza A","jan1",2017,9.667,2
101,"Matematika",1916,"Kompleksna analiza A","jan1",2018,9.857,2
101,"Matematika",1916,"Kompleksna analiza A","jan1",2019,9.500,2
101,"Matematika",1916,"Kompleksna analiza A","jan2",2018,5.000,2
101,"Matematika",1916,"Kompleksna analiza A","jan2",2019,5.000,2
101,"Matematika",1916,"Kompleksna analiza A","jun1",2018,9.000,2
101,"Matematika",1916,"Kompleksna analiza A","jun1",2019,8.000,2
101,"Matematika",1916,"Kompleksna analiza A","sep1",2017,7.500,2
101,"Matematika",1916,"Kompleksna analiza A","sep1",2018,8.000,2
101,"Matematika",1916,"Kompleksna analiza A","sep1",2019,9.000,2
101,"Matematika",1916,"Kompleksna analiza A","sep2",2019,5.000,2
101,"Matematika",1916,"Kompleksna analiza A","sep3",2019,5.000,2
101,"Matematika",1917,"Topologija A","jan1",2016,10.000,2
101,"Matematika",1917,"Topologija A","jan1",2017,10.000,2
101,"Matematika",1917,"Topologija A","jan1",2018,5.000,2
101,"Matematika",1917,"Topologija A","jan1",2019,10.000,2
101,"Matematika",1917,"Topologija A","jan2",2016,10.000,2
101,"Matematika",1917,"Topologija A","jan2",2017,8.167,2
101,"Matematika",1917,"Topologija A","jan2",2018,9.600,2
101,"Matematika",1917,"Topologija A","jan2",2019,7.833,2
101,"Matematika",1917,"Topologija A","jun1",2017,10.000,2
101,"Matematika",1917,"Topologija A","jun1",2018,7.500,2
101,"Matematika",1917,"Topologija A","jun1",2019,5.000,2
101,"Matematika",1917,"Topologija A","sep1",2017,7.667,2
101,"Matematika",1917,"Topologija A","sep1",2018,5.000,2
101,"Matematika",1917,"Topologija A","sep1",2019,9.000,2
101,"Matematika",1917,"Topologija A","sep2",2019,5.000,2
101,"Matematika",1917,"Topologija A","sep3",2019,7.500,2
101,"Matematika",1918,"Analiza 3B","janps",2019,5.000,3
101,"Matematika",1918,"Analiza 3B","jun1",2017,10.000,3
101,"Matematika",1918,"Analiza 3B","jun1",2018,8.667,3
101,"Matematika",1918,"Analiza 3B","jun1",2019,6.000,3
101,"Matematika",1918,"Analiza 3B","jun2",2017,10.000,3
101,"Matematika",1918,"Analiza 3B","jun2",2018,5.000,3
101,"Matematika",1918,"Analiza 3B","jun2",2019,6.333,3
101,"Matematika",1918,"Analiza 3B","sep1",2017,5.000,3
101,"Matematika",1918,"Analiza 3B","sep1",2018,5.000,3
101,"Matematika",1918,"Analiza 3B","sep1",2019,5.000,3
101,"Matematika",1918,"Analiza 3B","sep2",2017,9.500,3
101,"Matematika",1918,"Analiza 3B","sep2",2018,9.667,3
101,"Matematika",1918,"Analiza 3B","sep2",2019,7.500,3
101,"Matematika",1918,"Analiza 3B","sep3",2019,6.167,3
101,"Matematika",1919,"Kompleksna analiza B","janps",2019,5.000,3
101,"Matematika",1919,"Kompleksna analiza B","jun1",2016,5.000,3
101,"Matematika",1919,"Kompleksna analiza B","jun1",2017,10.000,3
101,"Matematika",1919,"Kompleksna analiza B","jun1",2018,10.000,3
101,"Matematika",1919,"Kompleksna analiza B","jun1",2019,10.000,3
101,"Matematika",1919,"Kompleksna analiza B","jun2",2016,5.000,3
101,"Matematika",1919,"Kompleksna analiza B","jun2",2017,9.750,3
101,"Matematika",1919,"Kompleksna analiza B","jun2",2018,5.000,3
101,"Matematika",1919,"Kompleksna analiza B","jun2",2019,8.000,3
101,"Matematika",1919,"Kompleksna analiza B","sep1",2016,5.000,3
101,"Matematika",1919,"Kompleksna analiza B","sep1",2017,5.000,3
101,"Matematika",1919,"Kompleksna analiza B","sep1",2018,8.500,3
101,"Matematika",1919,"Kompleksna analiza B","sep1",2019,9.500,3
101,"Matematika",1919,"Kompleksna analiza B","sep2",2016,5.000,3
101,"Matematika",1919,"Kompleksna analiza B","sep2",2017,9.000,3
101,"Matematika",1919,"Kompleksna analiza B","sep2",2018,10.000,3
101,"Matematika",1919,"Kompleksna analiza B","sep2",2019,10.000,3
101,"Matematika",1919,"Kompleksna analiza B","sep3",2019,5.000,3
101,"Matematika",1920,"Algebra 3","jun1",2017,9.000,3
101,"Matematika",1920,"Algebra 3","jun1",2018,9.000,3
101,"Matematika",1920,"Algebra 3","jun1",2019,8.000,3
101,"Matematika",1920,"Algebra 3","jun2",2017,7.000,3
101,"Matematika",1920,"Algebra 3","jun2",2018,7.500,3
101,"Matematika",1920,"Algebra 3","jun2",2019,7.500,3
101,"Matematika",1920,"Algebra 3","sep1",2017,5.000,3
101,"Matematika",1920,"Algebra 3","sep1",2018,5.000,3
101,"Matematika",1920,"Algebra 3","sep1",2019,8.000,3
101,"Matematika",1920,"Algebra 3","sep2",2017,9.000,3
101,"Matematika",1920,"Algebra 3","sep2",2018,8.600,3
101,"Matematika",1920,"Algebra 3","sep2",2019,7.500,3
101,"Matematika",1920,"Algebra 3","sep3",2019,8.000,3
101,"Matematika",1921,"Topologija B","jun1",2015,8.000,3
101,"Matematika",1921,"Topologija B","jun1",2016,5.000,3
101,"Matematika",1921,"Topologija B","jun1",2017,10.000,3
101,"Matematika",1921,"Topologija B","jun1",2018,7.000,3
101,"Matematika",1921,"Topologija B","jun1",2019,5.000,3
101,"Matematika",1921,"Topologija B","jun2",2016,5.000,3
101,"Matematika",1921,"Topologija B","jun2",2017,9.250,3
101,"Matematika",1921,"Topologija B","jun2",2018,8.250,3
101,"Matematika",1921,"Topologija B","jun2",2019,8.667,3
101,"Matematika",1921,"Topologija B","sep1",2016,6.000,3
101,"Matematika",1921,"Topologija B","sep1",2017,10.000,3
101,"Matematika",1921,"Topologija B","sep1",2018,6.667,3
101,"Matematika",1921,"Topologija B","sep1",2019,5.000,3
101,"Matematika",1921,"Topologija B","sep2",2016,5.000,3
101,"Matematika",1921,"Topologija B","sep2",2017,9.667,3
101,"Matematika",1921,"Topologija B","sep2",2018,8.000,3
101,"Matematika",1921,"Topologija B","sep2",2019,9.333,3
101,"Matematika",1921,"Topologija B","sep3",2019,9.000,3
101,"Matematika",1922,"Geometrija 5","janps",2019,5.000,3
101,"Matematika",1922,"Geometrija 5","jun1",2016,5.000,3
101,"Matematika",1922,"Geometrija 5","jun1",2017,7.500,3
101,"Matematika",1922,"Geometrija 5","jun1",2018,8.333,3
101,"Matematika",1922,"Geometrija 5","jun1",2019,5.000,3
101,"Matematika",1922,"Geometrija 5","jun2",2016,5.000,3
101,"Matematika",1922,"Geometrija 5","jun2",2017,6.000,3
101,"Matematika",1922,"Geometrija 5","jun2",2018,7.333,3
101,"Matematika",1922,"Geometrija 5","jun2",2019,5.000,3
101,"Matematika",1922,"Geometrija 5","sep1",2017,8.375,3
101,"Matematika",1922,"Geometrija 5","sep1",2018,10.000,3
101,"Matematika",1922,"Geometrija 5","sep1",2019,6.769,3
101,"Matematika",1922,"Geometrija 5","sep2",2017,7.333,3
101,"Matematika",1922,"Geometrija 5","sep2",2018,7.000,3
101,"Matematika",1922,"Geometrija 5","sep2",2019,5.462,3
101,"Matematika",1922,"Geometrija 5","sep3",2019,7.200,3
101,"Matematika",1923,"Numericka analiza 1A","jan1",2017,7.500,1
101,"Matematika",1923,"Numericka analiza 1A","jan1",2018,6.600,1
101,"Matematika",1923,"Numericka analiza 1A","jan1",2019,7.333,1
101,"Matematika",1923,"Numericka analiza 1A","jan2",2017,8.750,1
101,"Matematika",1923,"Numericka analiza 1A","jan2",2018,6.667,1
101,"Matematika",1923,"Numericka analiza 1A","jan2",2019,10.000,1
101,"Matematika",1923,"Numericka analiza 1A","jun1",2017,5.000,1
101,"Matematika",1923,"Numericka analiza 1A","sep1",2017,10.000,1
101,"Matematika",1923,"Numericka analiza 1A","sep1",2018,8.000,1
101,"Matematika",1923,"Numericka analiza 1A","sep2",2019,5.000,1
101,"Matematika",1923,"Numericka analiza 1A","sep3",2019,5.000,1
101,"Matematika",1924,"Diferencijalna geometrija","jan1",2018,5.000,3
101,"Matematika",1924,"Diferencijalna geometrija","jan1",2019,5.000,3
101,"Matematika",1924,"Diferencijalna geometrija","jan2",2018,5.000,3
101,"Matematika",1924,"Diferencijalna geometrija","jan2",2019,5.000,3
101,"Matematika",1924,"Diferencijalna geometrija","jun1",2018,9.750,3
101,"Matematika",1924,"Diferencijalna geometrija","jun1",2019,9.800,3
101,"Matematika",1924,"Diferencijalna geometrija","sep1",2018,7.600,3
101,"Matematika",1924,"Diferencijalna geometrija","sep1",2019,5.000,3
101,"Matematika",1924,"Diferencijalna geometrija","sep2",2019,5.000,3
101,"Matematika",1924,"Diferencijalna geometrija","sep3",2019,5.000,3
104,"Astronomija i astrofizika",1924,"Diferencijalna geometrija","jan1",2018,5.000,3
104,"Astronomija i astrofizika",1924,"Diferencijalna geometrija","jan1",2019,5.000,3
104,"Astronomija i astrofizika",1924,"Diferencijalna geometrija","jan2",2018,5.000,3
104,"Astronomija i astrofizika",1924,"Diferencijalna geometrija","jan2",2019,5.000,3
104,"Astronomija i astrofizika",1924,"Diferencijalna geometrija","jun1",2018,9.750,3
104,"Astronomija i astrofizika",1924,"Diferencijalna geometrija","jun1",2019,9.800,3
104,"Astronomija i astrofizika",1924,"Diferencijalna geometrija","sep1",2018,7.600,3
104,"Astronomija i astrofizika",1924,"Diferencijalna geometrija","sep1",2019,5.000,3
104,"Astronomija i astrofizika",1924,"Diferencijalna geometrija","sep2",2019,5.000,3
104,"Astronomija i astrofizika",1924,"Diferencijalna geometrija","sep3",2019,5.000,3
101,"Matematika",1925,"Distribucije i parcijalne jednacine A","jan1",2018,10.000,3
101,"Matematika",1925,"Distribucije i parcijalne jednacine A","jan1",2019,7.000,3
101,"Matematika",1925,"Distribucije i parcijalne jednacine A","jan2",2018,6.250,3
101,"Matematika",1925,"Distribucije i parcijalne jednacine A","jan2",2019,7.800,3
101,"Matematika",1925,"Distribucije i parcijalne jednacine A","jun1",2018,7.200,3
101,"Matematika",1925,"Distribucije i parcijalne jednacine A","jun1",2019,5.000,3
101,"Matematika",1925,"Distribucije i parcijalne jednacine A","sep1",2018,5.000,3
101,"Matematika",1925,"Distribucije i parcijalne jednacine A","sep1",2019,5.000,3
101,"Matematika",1925,"Distribucije i parcijalne jednacine A","sep2",2019,5.000,3
101,"Matematika",1925,"Distribucije i parcijalne jednacine A","sep3",2019,5.000,3
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","jan1",2015,5.000,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","jan1",2016,5.000,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","jan1",2017,7.333,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","jan1",2018,8.139,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","jan1",2019,7.424,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","jan2",2015,5.000,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","jan2",2017,5.000,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","jan2",2018,7.063,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","jan2",2019,8.000,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","jun1",2017,6.000,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","jun1",2018,6.130,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","jun1",2019,6.600,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","sep1",2017,7.800,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","sep1",2018,6.333,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","sep1",2019,7.667,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","sep2",2019,5.667,2
101,"Matematika",1926,"Metodika nastave matematike i racunarstva","sep3",2019,7.000,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","jan1",2015,5.000,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","jan1",2016,5.000,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","jan1",2017,7.333,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","jan1",2018,8.139,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","jan1",2019,7.424,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","jan2",2015,5.000,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","jan2",2017,5.000,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","jan2",2018,7.063,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","jan2",2019,8.000,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","jun1",2017,6.000,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","jun1",2018,6.130,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","jun1",2019,6.600,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","sep1",2017,7.800,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","sep1",2018,6.333,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","sep1",2019,7.667,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","sep2",2019,5.667,2
104,"Astronomija i astrofizika",1926,"Metodika nastave matematike i racunarstva","sep3",2019,7.000,2
101,"Matematika",1927,"Algebarska topologija","jan1",2018,5.000,2
101,"Matematika",1927,"Algebarska topologija","jan1",2019,8.250,2
101,"Matematika",1927,"Algebarska topologija","jan2",2018,9.444,2
101,"Matematika",1927,"Algebarska topologija","jan2",2019,7.500,2
101,"Matematika",1927,"Algebarska topologija","jun1",2017,5.000,2
101,"Matematika",1927,"Algebarska topologija","jun1",2018,7.000,2
101,"Matematika",1927,"Algebarska topologija","jun1",2019,10.000,2
101,"Matematika",1927,"Algebarska topologija","jun2",2017,5.000,2
101,"Matematika",1927,"Algebarska topologija","sep1",2017,5.000,2
101,"Matematika",1927,"Algebarska topologija","sep1",2018,6.000,2
101,"Matematika",1927,"Algebarska topologija","sep2",2017,5.000,2
101,"Matematika",1927,"Algebarska topologija","sep2",2019,5.000,2
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","janps",2018,5.000,3
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","janps",2019,5.000,3
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","jun1",2017,5.000,3
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","jun1",2018,9.500,3
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","jun1",2019,9.000,3
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","jun2",2017,5.000,3
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","jun2",2018,10.000,3
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","jun2",2019,10.000,3
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","sep1",2017,5.000,3
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","sep1",2018,5.000,3
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","sep1",2019,5.000,3
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","sep2",2017,5.000,3
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","sep2",2018,5.000,3
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","sep2",2019,8.000,3
101,"Matematika",1928,"Distribucije i parcijalne jednacine B","sep3",2019,5.000,3
101,"Matematika",1929,"Geometrijska teorija funkcija 1","jun1",2019,5.000,3
101,"Matematika",1929,"Geometrijska teorija funkcija 1","jun2",2019,5.000,3
101,"Matematika",1929,"Geometrijska teorija funkcija 1","sep1",2019,10.000,3
101,"Matematika",1929,"Geometrijska teorija funkcija 1","sep2",2019,5.000,3
101,"Matematika",1929,"Geometrijska teorija funkcija 1","sep3",2019,5.000,3
101,"Matematika",1930,"Uvod u teoriju dinamickih sistema","jun1",2018,10.000,1
101,"Matematika",1930,"Uvod u teoriju dinamickih sistema","jun1",2019,10.000,1
101,"Matematika",1930,"Uvod u teoriju dinamickih sistema","jun2",2018,5.000,1
101,"Matematika",1930,"Uvod u teoriju dinamickih sistema","jun2",2019,5.000,1
101,"Matematika",1930,"Uvod u teoriju dinamickih sistema","sep1",2018,5.000,1
101,"Matematika",1930,"Uvod u teoriju dinamickih sistema","sep2",2018,5.000,1
101,"Matematika",1930,"Uvod u teoriju dinamickih sistema","sep3",2019,5.000,1
101,"Matematika",1932,"Matematicke metode kvantne mehanike","jun1",2018,10.000,1
101,"Matematika",1932,"Matematicke metode kvantne mehanike","jun1",2019,10.000,1
101,"Matematika",1932,"Matematicke metode kvantne mehanike","jun2",2017,10.000,1
101,"Matematika",1932,"Matematicke metode kvantne mehanike","jun2",2018,5.000,1
101,"Matematika",1932,"Matematicke metode kvantne mehanike","jun2",2019,5.000,1
101,"Matematika",1934,"Odabrana poglavlja geometrije i topologije","janps",2019,5.000,3
101,"Matematika",1934,"Odabrana poglavlja geometrije i topologije","jun1",2018,5.000,3
101,"Matematika",1934,"Odabrana poglavlja geometrije i topologije","jun1",2019,5.000,3
101,"Matematika",1934,"Odabrana poglavlja geometrije i topologije","jun2",2018,10.000,3
101,"Matematika",1934,"Odabrana poglavlja geometrije i topologije","jun2",2019,8.667,3
101,"Matematika",1934,"Odabrana poglavlja geometrije i topologije","sep1",2018,5.000,3
101,"Matematika",1934,"Odabrana poglavlja geometrije i topologije","sep1",2019,10.000,3
101,"Matematika",1934,"Odabrana poglavlja geometrije i topologije","sep2",2018,10.000,3
101,"Matematika",1934,"Odabrana poglavlja geometrije i topologije","sep2",2019,5.000,3
101,"Matematika",1934,"Odabrana poglavlja geometrije i topologije","sep3",2019,5.000,3
101,"Matematika",1936,"Dizajn programskih jezika","jan1",2017,7.867,2
101,"Matematika",1936,"Dizajn programskih jezika","jan1",2018,6.600,2
101,"Matematika",1936,"Dizajn programskih jezika","jan1",2019,8.200,2
101,"Matematika",1936,"Dizajn programskih jezika","jan2",2017,8.000,2
101,"Matematika",1936,"Dizajn programskih jezika","jan2",2018,7.568,2
101,"Matematika",1936,"Dizajn programskih jezika","jan2",2019,7.167,2
101,"Matematika",1936,"Dizajn programskih jezika","jun1",2017,6.200,2
101,"Matematika",1936,"Dizajn programskih jezika","jun1",2018,8.250,2
101,"Matematika",1936,"Dizajn programskih jezika","jun1",2019,6.000,2
101,"Matematika",1936,"Dizajn programskih jezika","sep1",2017,6.500,2
101,"Matematika",1936,"Dizajn programskih jezika","sep1",2018,7.500,2
101,"Matematika",1936,"Dizajn programskih jezika","sep1",2019,6.500,2
101,"Matematika",1936,"Dizajn programskih jezika","sep2",2019,5.333,2
101,"Matematika",1936,"Dizajn programskih jezika","sep3",2019,5.333,2
101,"Matematika",1937,"Diferencijalne jednacine","jan1",2016,5.000,3
101,"Matematika",1937,"Diferencijalne jednacine","jan1",2017,6.444,3
101,"Matematika",1937,"Diferencijalne jednacine","jan1",2018,7.000,3
101,"Matematika",1937,"Diferencijalne jednacine","jan1",2019,7.500,3
101,"Matematika",1937,"Diferencijalne jednacine","jan2",2016,5.000,3
101,"Matematika",1937,"Diferencijalne jednacine","jan2",2017,5.933,3
101,"Matematika",1937,"Diferencijalne jednacine","jan2",2018,6.500,3
101,"Matematika",1937,"Diferencijalne jednacine","jan2",2019,6.500,3
101,"Matematika",1937,"Diferencijalne jednacine","jun1",2016,5.000,3
101,"Matematika",1937,"Diferencijalne jednacine","jun1",2017,5.615,3
101,"Matematika",1937,"Diferencijalne jednacine","jun1",2018,5.000,3
101,"Matematika",1937,"Diferencijalne jednacine","jun1",2019,5.500,3
101,"Matematika",1937,"Diferencijalne jednacine","sep1",2015,5.000,3
101,"Matematika",1937,"Diferencijalne jednacine","sep1",2016,5.000,3
101,"Matematika",1937,"Diferencijalne jednacine","sep1",2017,5.909,3
101,"Matematika",1937,"Diferencijalne jednacine","sep1",2018,6.909,3
101,"Matematika",1937,"Diferencijalne jednacine","sep1",2019,5.563,3
101,"Matematika",1937,"Diferencijalne jednacine","sep2",2019,6.933,3
101,"Matematika",1937,"Diferencijalne jednacine","sep3",2019,6.714,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jan1",2015,5.000,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jan1",2016,6.000,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jan1",2017,7.970,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jan1",2018,6.333,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jan1",2019,8.551,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jan2",2015,5.000,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jan2",2016,7.500,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jan2",2017,7.417,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jan2",2018,5.933,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jan2",2019,7.320,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jun1",2015,5.000,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jun1",2016,5.000,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jun1",2017,7.000,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jun1",2018,6.750,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","jun1",2019,7.800,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","sep1",2015,5.000,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","sep1",2016,5.000,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","sep1",2017,7.417,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","sep1",2018,6.714,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","sep1",2019,7.000,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","sep2",2019,8.000,3
101,"Matematika",1938,"Konstrukcija i analiza algoritama","sep3",2019,5.000,3
101,"Matematika",1940,"Numericke metode","janps",2019,6.000,3
101,"Matematika",1940,"Numericke metode","jun1",2017,5.636,3
101,"Matematika",1940,"Numericke metode","jun1",2018,6.429,3
101,"Matematika",1940,"Numericke metode","jun1",2019,5.278,3
101,"Matematika",1940,"Numericke metode","jun2",2017,7.200,3
101,"Matematika",1940,"Numericke metode","jun2",2018,7.421,3
101,"Matematika",1940,"Numericke metode","jun2",2019,5.824,3
101,"Matematika",1940,"Numericke metode","sep1",2017,5.750,3
101,"Matematika",1940,"Numericke metode","sep1",2018,5.714,3
101,"Matematika",1940,"Numericke metode","sep1",2019,7.545,3
101,"Matematika",1940,"Numericke metode","sep2",2017,6.667,3
101,"Matematika",1940,"Numericke metode","sep2",2018,6.364,3
101,"Matematika",1940,"Numericke metode","sep2",2019,6.692,3
101,"Matematika",1940,"Numericke metode","sep3",2019,5.833,3
101,"Matematika",1941,"Kompilacija programskih jezika","janps",2019,5.000,4
101,"Matematika",1941,"Kompilacija programskih jezika","jun1",2015,5.000,4
101,"Matematika",1941,"Kompilacija programskih jezika","jun1",2016,5.000,4
101,"Matematika",1941,"Kompilacija programskih jezika","jun1",2017,5.875,4
101,"Matematika",1941,"Kompilacija programskih jezika","jun1",2018,6.471,4
101,"Matematika",1941,"Kompilacija programskih jezika","jun1",2019,6.500,4
101,"Matematika",1941,"Kompilacija programskih jezika","jun2",2015,5.000,4
101,"Matematika",1941,"Kompilacija programskih jezika","jun2",2016,5.000,4
101,"Matematika",1941,"Kompilacija programskih jezika","jun2",2017,5.250,4
101,"Matematika",1941,"Kompilacija programskih jezika","jun2",2018,6.462,4
101,"Matematika",1941,"Kompilacija programskih jezika","jun2",2019,5.500,4
101,"Matematika",1941,"Kompilacija programskih jezika","sep1",2015,5.000,4
101,"Matematika",1941,"Kompilacija programskih jezika","sep1",2016,5.000,4
101,"Matematika",1941,"Kompilacija programskih jezika","sep1",2017,6.214,4
101,"Matematika",1941,"Kompilacija programskih jezika","sep1",2018,6.250,4
101,"Matematika",1941,"Kompilacija programskih jezika","sep1",2019,7.500,4
101,"Matematika",1941,"Kompilacija programskih jezika","sep2",2015,5.000,4
101,"Matematika",1941,"Kompilacija programskih jezika","sep2",2016,5.000,4
101,"Matematika",1941,"Kompilacija programskih jezika","sep2",2017,6.091,4
101,"Matematika",1941,"Kompilacija programskih jezika","sep2",2018,6.467,4
101,"Matematika",1941,"Kompilacija programskih jezika","sep2",2019,6.818,4
101,"Matematika",1941,"Kompilacija programskih jezika","sep3",2019,6.846,4
101,"Matematika",1942,"Programske paradigme","janps",2019,5.000,2
101,"Matematika",1942,"Programske paradigme","jun1",2017,7.545,2
101,"Matematika",1942,"Programske paradigme","jun1",2018,6.762,2
101,"Matematika",1942,"Programske paradigme","jun1",2019,7.316,2
101,"Matematika",1942,"Programske paradigme","jun2",2017,7.615,2
101,"Matematika",1942,"Programske paradigme","jun2",2018,7.000,2
101,"Matematika",1942,"Programske paradigme","jun2",2019,8.571,2
101,"Matematika",1942,"Programske paradigme","sep1",2017,7.000,2
101,"Matematika",1942,"Programske paradigme","sep1",2018,7.333,2
101,"Matematika",1942,"Programske paradigme","sep1",2019,6.333,2
101,"Matematika",1942,"Programske paradigme","sep2",2017,6.250,2
101,"Matematika",1942,"Programske paradigme","sep2",2018,8.800,2
101,"Matematika",1942,"Programske paradigme","sep2",2019,8.071,2
101,"Matematika",1942,"Programske paradigme","sep3",2019,7.500,2
101,"Matematika",1943,"Kompleksne funkcije","jan1",2017,6.600,4
101,"Matematika",1943,"Kompleksne funkcije","jan1",2018,5.417,4
101,"Matematika",1943,"Kompleksne funkcije","jan1",2019,5.846,4
101,"Matematika",1943,"Kompleksne funkcije","jan2",2017,6.053,4
101,"Matematika",1943,"Kompleksne funkcije","jan2",2018,6.444,4
101,"Matematika",1943,"Kompleksne funkcije","jan2",2019,6.568,4
101,"Matematika",1943,"Kompleksne funkcije","jun1",2017,5.846,4
101,"Matematika",1943,"Kompleksne funkcije","jun1",2018,5.667,4
101,"Matematika",1943,"Kompleksne funkcije","jun1",2019,5.739,4
101,"Matematika",1943,"Kompleksne funkcije","sep1",2017,6.214,4
101,"Matematika",1943,"Kompleksne funkcije","sep1",2018,6.833,4
101,"Matematika",1943,"Kompleksne funkcije","sep1",2019,5.600,4
101,"Matematika",1943,"Kompleksne funkcije","sep2",2019,5.500,4
101,"Matematika",1943,"Kompleksne funkcije","sep3",2019,6.400,4
101,"Matematika",1945,"Uvod u relacione baze podataka","jan1",2015,5.000,3
101,"Matematika",1945,"Uvod u relacione baze podataka","jan1",2016,5.000,3
101,"Matematika",1945,"Uvod u relacione baze podataka","jan1",2017,5.000,3
101,"Matematika",1945,"Uvod u relacione baze podataka","jan1",2018,6.200,3
101,"Matematika",1945,"Uvod u relacione baze podataka","jan1",2019,7.360,3
