INDEKS,SKGODINA,OZNAKAROKA,BROJ_POLOZENIH_PREDMETA_U_DATOM_ROKU,PROSEK_STUDENTA_U_DATOM_ROKU_ZA_POLOZENE_ISPITE,PROSEK_STUDENTA
20170076,2019,jan1,1,7,6.91304347826087
20170076,2019,jan2,1,7,6.91304347826087
20170076,2019,jun1,2,7,6.91304347826087
20170076,2019,sep3,1,6,6.91304347826087
20170078,2017,jan1,5,8.4,7.625
20170078,2017,jan2,1,7,7.625
20170078,2017,jun1,3,7.33333333333333,7.625
20170078,2017,sep1,1,9,7.625
20170078,2018,jan1,3,7.33333333333333,7.625
20170078,2018,jun1,4,7.5,7.625
20170078,2018,jun2,2,6.5,7.625
20170078,2018,sep2,1,8,7.625
20170078,2019,jan1,1,8,7.625
20170078,2019,jan2,1,8,7.625
20170078,2019,jun1,4,7,7.625
20170078,2019,jun2,1,8,7.625
20170078,2019,sep1,4,7.75,7.625
20170078,2019,sep3,1,8,7.625
20170079,2017,jan1,3,8.66666666666667,7.81481481481482
20170079,2017,jun2,3,7.66666666666667,7.81481481481482
20170079,2017,sep2,1,6,7.81481481481482
20170079,2018,jan1,2,8.5,7.81481481481482
20170079,2018,jun2,1,8,7.81481481481482
20170079,2018,sep1,4,8,7.81481481481482
20170079,2019,jan1,3,8,7.81481481481482
20170079,2019,jan2,1,8,7.81481481481482
20170079,2019,janps,1,9,7.81481481481482
20170079,2019,jun1,1,8,7.81481481481482
20170079,2019,jun2,1,9,7.81481481481482
20170079,2019,sep1,2,6.5,7.81481481481482
20170079,2019,sep2,3,7,7.81481481481482
20170079,2019,sep3,1,7,7.81481481481482
20170080,2017,jan1,3,10,9.38095238095238
20170080,2017,jun1,2,9.5,9.38095238095238
20170080,2017,jun2,1,10,9.38095238095238
20170080,2017,sep1,1,9,9.38095238095238
20170080,2018,jan2,2,10,9.38095238095238
20170080,2018,jun1,2,9.5,9.38095238095238
20170080,2018,sep1,1,8,9.38095238095238
20170080,2019,jan2,1,10,9.38095238095238
20170080,2019,jun1,2,9.5,9.38095238095238
20170080,2019,sep1,1,10,9.38095238095238
20170080,2019,sep2,1,10,9.38095238095238
20170080,2019,sep3,4,8.25,9.38095238095238
20170081,2017,jan1,1,9,9
20170082,2017,jan1,1,9,7.83333333333333
20170082,2017,jun1,3,8.33333333333333,7.83333333333333
20170082,2017,sep1,3,7.33333333333333,7.83333333333333
20170082,2017,sep2,2,7,7.83333333333333
20170082,2018,jan1,1,8,7.83333333333333
20170082,2018,jan2,1,8,7.83333333333333
20170082,2018,jun1,2,8,7.83333333333333
20170082,2018,sep1,2,8.5,7.83333333333333
20170082,2019,jan1,1,8,7.83333333333333
20170082,2019,jan2,1,8,7.83333333333333
20170082,2019,jun1,2,8,7.83333333333333
20170082,2019,jun2,1,6,7.83333333333333
20170082,2019,sep1,1,9,7.83333333333333
20170082,2019,sep2,3,7.33333333333333,7.83333333333333
20170083,2017,jan1,1,9,7.48
20170083,2017,jan2,2,8.5,7.48
20170083,2017,jun1,2,7,7.48
20170083,2017,jun2,1,6,7.48
20170083,2017,sep1,1,8,7.48
20170083,2017,sep2,2,6.5,7.48
20170083,2018,jan1,1,7,7.48
20170083,2018,jan2,1,7,7.48
20170083,2018,jun1,2,7.5,7.48
20170083,2018,jun2,1,8,7.48
20170083,2018,sep1,2,8.5,7.48
20170083,2018,sep2,1,6,7.48
20170083,2019,jan1,2,6.5,7.48
20170083,2019,jun1,3,7.66666666666667,7.48
20170083,2019,sep1,1,7,7.48
20170083,2019,sep2,2,8.5,7.48
20170084,2017,jan1,2,8.5,7.63157894736842
20170084,2017,jun1,1,7,7.63157894736842
20170084,2017,jun2,1,7,7.63157894736842
20170084,2017,sep2,1,6,7.63157894736842
20170084,2018,jan1,1,6,7.63157894736842
20170084,2018,jun1,4,8.5,7.63157894736842
20170084,2018,sep1,2,7.5,7.63157894736842
20170084,2018,sep2,1,6,7.63157894736842
20170084,2019,jan2,1,8,7.63157894736842
20170084,2019,jun2,1,9,7.63157894736842
20170084,2019,sep1,3,7.66666666666667,7.63157894736842
20170084,2019,sep2,1,7,7.63157894736842
20170085,2017,jan1,1,10,7.75
20170085,2017,sep1,1,7,7.75
20170085,2018,jan2,1,8,7.75
20170085,2018,jun2,1,6,7.75
20170086,2017,jan1,1,8,6.66666666666667
20170086,2018,sep1,1,6,6.66666666666667
20170086,2019,jan1,1,6,6.66666666666667
20170086,2019,jan2,1,7,6.66666666666667
20170086,2019,sep3,2,6.5,6.66666666666667
20170087,2017,jan2,1,8,6.58333333333333
20170087,2017,jun1,1,7,6.58333333333333
20170087,2017,sep1,1,6,6.58333333333333
20170087,2017,sep2,1,7,6.58333333333333
20170087,2018,jun1,1,6,6.58333333333333
20170087,2018,sep1,2,6.5,6.58333333333333
20170087,2018,sep2,3,6,6.58333333333333
20170087,2019,sep2,2,7,6.58333333333333
20170088,2017,jan1,1,10,7.83333333333333
20170088,2017,jan2,1,7,7.83333333333333
20170088,2017,sep1,1,9,7.83333333333333
20170088,2017,sep2,1,7,7.83333333333333
20170088,2018,sep1,1,8,7.83333333333333
20170088,2018,sep2,1,6,7.83333333333333
20170089,2017,jan1,3,6.33333333333333,6.5
20170089,2017,jun2,2,7.5,6.5
20170089,2017,sep1,3,6,6.5
20170089,2018,jan2,1,6,6.5
20170089,2018,jun2,2,7,6.5
20170089,2018,sep1,1,6,6.5
20170090,2017,jan1,2,7.5,7.55555555555556
20170090,2017,jun1,2,8,7.55555555555556
20170090,2017,jun2,1,7,7.55555555555556
20170090,2017,sep2,1,7,7.55555555555556
20170090,2018,jan1,2,8,7.55555555555556
20170090,2018,jun1,1,7,7.55555555555556
20170090,2018,jun2,1,7,7.55555555555556
20170090,2019,jan1,2,7.5,7.55555555555556
20170090,2019,jan2,1,8,7.55555555555556
20170090,2019,jun1,1,6,7.55555555555556
20170090,2019,jun2,2,9.5,7.55555555555556
20170090,2019,sep2,1,7,7.55555555555556
20170090,2019,sep3,1,6,7.55555555555556
20170091,2017,jan1,2,7.5,7.5
20170093,2017,jan1,5,8.4,8.10344827586207
20170093,2017,jun1,3,8.66666666666667,8.10344827586207
20170093,2017,jun2,2,9.5,8.10344827586207
20170093,2018,jan1,1,8,8.10344827586207
20170093,2018,jan2,4,8.25,8.10344827586207
20170093,2018,jun1,2,9.5,8.10344827586207
20170093,2018,jun2,2,9.5,8.10344827586207
20170093,2018,sep2,1,7,8.10344827586207
20170093,2019,jan1,2,7,8.10344827586207
20170093,2019,jan2,1,7,8.10344827586207
20170093,2019,jun2,3,6.66666666666667,8.10344827586207
20170093,2019,sep1,1,7,8.10344827586207
20170093,2019,sep2,2,7,8.10344827586207
20170095,2017,jan1,1,10,10
20170097,2017,jan1,1,10,8.6
20170097,2017,jan2,2,10,8.6
20170097,2017,jun1,1,10,8.6
20170097,2017,sep2,3,7.66666666666667,8.6
20170097,2018,jun1,2,8.5,8.6
20170097,2018,sep1,5,8.2,8.6
20170097,2018,sep2,1,9,8.6
20170097,2019,jun1,2,8.5,8.6
20170097,2019,sep2,3,8.33333333333333,8.6
20170097,2019,sep3,5,8.6,8.6
20170098,2017,jan1,1,7,7.1875
20170098,2017,jan2,1,7,7.1875
20170098,2017,jun1,1,7,7.1875
20170098,2017,jun2,1,7,7.1875
20170098,2017,sep1,1,6,7.1875
20170098,2018,jan1,1,8,7.1875
20170098,2018,jun1,1,7,7.1875
20170098,2018,jun2,2,7,7.1875
20170098,2018,sep2,2,6,7.1875
20170098,2019,jun1,1,9,7.1875
20170098,2019,sep2,3,7.66666666666667,7.1875
20170098,2019,sep3,1,8,7.1875
20170101,2017,jan2,3,8.33333333333333,8.84210526315789
20170101,2017,jun1,1,8,8.84210526315789
20170101,2017,jun2,2,9,8.84210526315789
20170101,2018,jan1,1,8,8.84210526315789
20170101,2018,jan2,2,9,8.84210526315789
20170101,2018,jun1,1,10,8.84210526315789
20170101,2018,jun2,1,8,8.84210526315789
20170101,2018,sep1,1,9,8.84210526315789
20170101,2018,sep2,1,6,8.84210526315789
20170101,2019,jan1,1,9,8.84210526315789
20170101,2019,jan2,1,10,8.84210526315789
20170101,2019,jun1,1,10,8.84210526315789
20170101,2019,jun2,1,9,8.84210526315789
20170101,2019,sep1,1,10,8.84210526315789
20170101,2019,sep3,1,10,8.84210526315789
20170102,2017,jan1,1,9,8
20170102,2017,jun2,1,7,8
20170103,2017,jun1,1,6,6
20170104,2017,jan1,2,8.5,7.05882352941176
20170104,2017,jun1,2,7.5,7.05882352941176
20170104,2017,jun2,3,7,7.05882352941176
20170104,2018,jan2,2,7,7.05882352941176
20170104,2018,jun1,1,8,7.05882352941176
20170104,2018,sep1,2,6.5,7.05882352941176
20170104,2019,jan2,2,7,7.05882352941176
20170104,2019,jun1,1,6,7.05882352941176
20170104,2019,sep3,2,6,7.05882352941176
20170105,2017,jan1,3,9.66666666666667,8.88888888888889
20170105,2017,jun1,2,8.5,8.88888888888889
20170105,2017,jun2,1,9,8.88888888888889
20170105,2017,sep1,1,9,8.88888888888889
20170105,2018,sep1,1,8,8.88888888888889
20170105,2019,sep3,1,8,8.88888888888889
20170106,2017,jan1,3,9,8.1
20170106,2017,jan2,2,7.5,8.1
20170106,2017,jun1,3,7.66666666666667,8.1
20170106,2017,jun2,2,9,8.1
20170106,2018,jan1,1,6,8.1
20170106,2018,jan2,3,8,8.1
20170106,2018,jun1,3,7,8.1
20170106,2018,jun2,2,9,8.1
20170106,2019,jan1,1,7,8.1
20170106,2019,jan2,3,8.33333333333333,8.1
20170106,2019,jun1,2,9,8.1
20170106,2019,jun2,2,8,8.1
20170106,2019,sep1,1,9,8.1
20170106,2019,sep2,2,8,8.1
20170107,2017,jan1,3,8.66666666666667,7.38095238095238
20170107,2017,jan2,1,6,7.38095238095238
20170107,2017,jun1,4,7.75,7.38095238095238
20170107,2017,jun2,1,6,7.38095238095238
20170107,2018,jan1,1,7,7.38095238095238
20170107,2018,jun1,3,6.33333333333333,7.38095238095238
20170107,2019,jan1,1,9,7.38095238095238
20170107,2019,jan2,2,7.5,7.38095238095238
20170107,2019,jun1,3,7.66666666666667,7.38095238095238
20170107,2019,sep1,1,7,7.38095238095238
20170107,2019,sep2,1,6,7.38095238095238
20170108,2017,jan1,1,10,9.82142857142857
20170108,2017,jan2,2,10,9.82142857142857
20170108,2017,jun1,2,10,9.82142857142857
20170108,2017,jun2,1,9,9.82142857142857
20170108,2017,sep2,1,10,9.82142857142857
20170108,2018,jan1,2,9.5,9.82142857142857
20170108,2018,jun1,2,9.5,9.82142857142857
20170108,2018,jun2,2,10,9.82142857142857
20170108,2018,sep1,3,10,9.82142857142857
20170108,2019,jan1,3,10,9.82142857142857
20170108,2019,jan2,1,10,9.82142857142857
20170108,2019,jun1,2,10,9.82142857142857
20170108,2019,jun2,2,10,9.82142857142857
20170108,2019,sep1,2,9.5,9.82142857142857
20170108,2019,sep2,1,10,9.82142857142857
20170108,2019,sep3,1,9,9.82142857142857
20170109,2017,jan1,3,6.33333333333333,6.71428571428571
20170109,2017,jan2,1,6,6.71428571428571
20170109,2017,jun1,1,8,6.71428571428571
20170109,2017,jun2,1,8,6.71428571428571
20170109,2017,sep1,1,6,6.71428571428571
20170110,2017,jan2,1,10,8.04347826086956
20170110,2017,jun1,3,7.33333333333333,8.04347826086956
20170110,2017,jun2,1,7,8.04347826086956
20170110,2017,sep1,2,7,8.04347826086956
20170110,2017,sep2,1,6,8.04347826086956
20170110,2018,jan2,2,8.5,8.04347826086956
20170110,2018,jun1,2,9.5,8.04347826086956
20170110,2018,jun2,2,7.5,8.04347826086956
20170110,2018,sep1,1,8,8.04347826086956
20170110,2018,sep2,2,9,8.04347826086956
20170110,2019,jan1,2,8,8.04347826086956
20170110,2019,jan2,1,9,8.04347826086956
20170110,2019,jun1,1,8,8.04347826086956
20170110,2019,jun2,1,8,8.04347826086956
20170110,2019,sep1,1,8,8.04347826086956
20170111,2017,jan1,3,9.33333333333333,7.89285714285714
20170111,2017,jan2,2,6,7.89285714285714
20170111,2017,jun1,4,8.25,7.89285714285714
20170111,2017,jun2,1,8,7.89285714285714
20170111,2018,jan1,1,8,7.89285714285714
20170111,2018,jan2,3,7.66666666666667,7.89285714285714
20170111,2018,jun1,2,7.5,7.89285714285714
20170111,2018,jun2,1,9,7.89285714285714
20170111,2018,sep1,2,8.5,7.89285714285714
20170111,2019,jan1,1,6,7.89285714285714
20170111,2019,jan2,1,6,7.89285714285714
20170111,2019,jun1,3,8.66666666666667,7.89285714285714
20170111,2019,jun2,2,8,7.89285714285714
20170111,2019,sep2,1,8,7.89285714285714
20170111,2019,sep3,1,6,7.89285714285714
20170112,2017,jan1,1,8,6.66666666666667
20170112,2017,jun1,1,6,6.66666666666667
20170112,2017,sep1,1,6,6.66666666666667
20170113,2017,jan1,3,9.33333333333333,9.46153846153846
20170113,2017,jun1,2,9,9.46153846153846
20170113,2017,jun2,2,9,9.46153846153846
20170113,2018,jan1,1,10,9.46153846153846
20170113,2018,jan2,2,8.5,9.46153846153846
20170113,2018,jun1,3,10,9.46153846153846
20170113,2018,jun2,1,10,9.46153846153846
20170113,2018,sep1,2,7.5,9.46153846153846
20170113,2019,jan1,3,10,9.46153846153846
20170113,2019,jan2,1,10,9.46153846153846
20170113,2019,jun1,2,10,9.46153846153846
20170113,2019,jun2,1,10,9.46153846153846
20170113,2019,sep1,1,10,9.46153846153846
20170113,2019,sep2,2,10,9.46153846153846
20170114,2017,jan1,3,8.33333333333333,8.84615384615385
20170114,2017,jun1,2,8.5,8.84615384615385
20170114,2017,jun2,1,9,8.84615384615385
20170114,2017,sep1,1,9,8.84615384615385
20170114,2018,jan1,3,8.33333333333333,8.84615384615385
20170114,2018,jan2,1,9,8.84615384615385
20170114,2018,jun1,3,9,8.84615384615385
20170114,2018,jun2,1,9,8.84615384615385
20170114,2018,sep2,1,7,8.84615384615385
20170114,2019,jan1,2,10,8.84615384615385
20170114,2019,jan2,2,8.5,8.84615384615385
20170114,2019,jun1,2,9.5,8.84615384615385
20170114,2019,jun2,1,9,8.84615384615385
20170114,2019,sep2,3,9.33333333333333,8.84615384615385
20170115,2017,jan1,3,7.66666666666667,7.07142857142857
20170115,2017,jun1,2,6.5,7.07142857142857
20170115,2017,jun2,1,7,7.07142857142857
20170115,2017,sep1,1,6,7.07142857142857
20170115,2017,sep2,1,7,7.07142857142857
20170115,2018,jan2,1,6,7.07142857142857
20170115,2018,jun1,4,7.5,7.07142857142857
20170115,2018,jun2,1,7,7.07142857142857
20170116,2017,jan2,1,10,10
20170119,2017,jan1,1,10,7.35294117647059
20170119,2017,jun1,1,8,7.35294117647059
20170119,2017,jun2,3,7.66666666666667,7.35294117647059
20170119,2017,sep1,2,7,7.35294117647059
20170119,2018,jan1,1,8,7.35294117647059
20170119,2018,jan2,1,8,7.35294117647059
20170119,2018,jun2,3,6.66666666666667,7.35294117647059
20170119,2018,sep1,2,7,7.35294117647059
20170119,2019,jun1,2,7,7.35294117647059
20170119,2019,sep3,1,6,7.35294117647059
20170120,2017,jan2,2,10,9.4375
20170120,2017,jun1,2,8.5,9.4375
20170120,2017,sep1,1,9,9.4375
20170120,2017,sep2,1,9,9.4375
20170120,2018,jan1,2,10,9.4375
20170120,2018,jun1,3,10,9.4375
20170120,2018,sep1,2,9,9.4375
20170120,2018,sep2,1,9,9.4375
20170120,2019,jan1,1,10,9.4375
20170120,2019,jan2,1,9,9.4375
20170121,2017,jan1,2,8,8
20170122,2017,jan1,1,10,7.76923076923077
20170122,2017,jan2,1,6,7.76923076923077
20170122,2017,jun2,1,8,7.76923076923077
20170122,2017,sep1,1,8,7.76923076923077
20170122,2018,jan1,1,7,7.76923076923077
20170122,2018,jan2,1,7,7.76923076923077
20170122,2018,jun1,1,9,7.76923076923077
20170122,2018,sep1,1,7,7.76923076923077
20170122,2019,jan2,1,6,7.76923076923077
20170122,2019,jun1,1,8,7.76923076923077
20170122,2019,jun2,1,7,7.76923076923077
20170122,2019,sep2,1,8,7.76923076923077
20170122,2019,sep3,1,10,7.76923076923077
20170123,2017,jan1,2,9,8.2
20170123,2017,sep1,4,8.5,8.2
20170123,2017,sep2,1,9,8.2
20170123,2018,janps,1,6,8.2
20170123,2018,jun1,1,6,8.2
20170123,2018,jun2,1,9,8.2
20170124,2017,jan1,1,6,7.32
20170124,2017,jan2,3,8,7.32
20170124,2017,jun1,1,8,7.32
20170124,2017,jun2,2,7.5,7.32
20170124,2017,sep1,2,7.5,7.32
20170124,2018,jan1,2,7,7.32
20170124,2018,jan2,1,6,7.32
20170124,2018,jun1,4,7.75,7.32
20170124,2018,sep2,1,6,7.32
20170124,2019,jan2,1,7,7.32
20170124,2019,jun1,1,8,7.32
20170124,2019,jun2,1,8,7.32
20170124,2019,sep1,2,6,7.32
20170124,2019,sep2,1,8,7.32
20170124,2019,sep3,2,7.5,7.32
20170126,2017,jan1,1,9,6.91666666666667
20170126,2017,jan2,1,6,6.91666666666667
20170126,2017,jun1,1,6,6.91666666666667
20170126,2017,sep1,1,7,6.91666666666667
20170126,2018,sep1,1,7,6.91666666666667
20170126,2019,jan1,1,6,6.91666666666667
20170126,2019,jan2,1,8,6.91666666666667
20170126,2019,janps,1,6,6.91666666666667
20170126,2019,jun1,1,10,6.91666666666667
20170126,2019,sep2,1,6,6.91666666666667
20170126,2019,sep3,2,6,6.91666666666667
20170127,2017,jan2,1,9,7.3
20170127,2017,jun1,3,7.33333333333333,7.3
20170127,2018,jan1,2,7.5,7.3
20170127,2018,jun1,2,7,7.3
20170127,2018,jun2,1,7,7.3
20170127,2019,sep2,1,6,7.3
20170128,2017,jan1,2,10,9.625
20170128,2017,jan2,1,9,9.625
20170128,2017,jun1,1,10,9.625
20170128,2017,sep1,1,9,9.625
20170128,2017,sep2,2,9,9.625
20170128,2018,jan1,2,9.5,9.625
20170128,2018,jan2,1,10,9.625
20170128,2018,jun2,1,10,9.625
20170128,2018,sep1,3,9.66666666666667,9.625
20170128,2018,sep2,2,9.5,9.625
20170128,2019,jan2,2,10,9.625
20170128,2019,jun1,5,9.8,9.625
20170128,2019,sep3,1,9,9.625
20170129,2017,jan1,3,7.33333333333333,7.21052631578947
20170129,2017,jan2,1,6,7.21052631578947
20170129,2017,jun1,2,7.5,7.21052631578947
20170129,2017,jun2,2,7.5,7.21052631578947
20170129,2018,jan2,1,9,7.21052631578947
20170129,2018,jun1,1,7,7.21052631578947
20170129,2018,jun2,2,6.5,7.21052631578947
20170129,2018,sep1,1,9,7.21052631578947
20170129,2018,sep2,1,9,7.21052631578947
20170129,2019,jan2,2,6.5,7.21052631578947
20170129,2019,jun1,1,7,7.21052631578947
20170129,2019,sep1,1,6,7.21052631578947
20170129,2019,sep3,1,6,7.21052631578947
20170130,2017,jun1,1,6,7.11764705882353
20170130,2017,jun2,3,7.33333333333333,7.11764705882353
20170130,2017,sep2,1,6,7.11764705882353
20170130,2018,jun1,1,6,7.11764705882353
20170130,2018,sep1,1,6,7.11764705882353
20170130,2018,sep2,1,7,7.11764705882353
20170130,2019,jan2,2,7,7.11764705882353
20170130,2019,jun1,1,10,7.11764705882353
20170130,2019,sep1,2,7,7.11764705882353
20170130,2019,sep2,2,8,7.11764705882353
20170130,2019,sep3,2,7,7.11764705882353
20170131,2017,jan1,1,7,6.4
20170131,2017,jun1,1,6,6.4
20170131,2017,sep2,1,6,6.4
20170131,2019,jun1,1,7,6.4
20170131,2019,sep2,1,6,6.4
20170133,2017,jan1,2,9,7.31818181818182
20170133,2017,jan2,2,6.5,7.31818181818182
20170133,2017,jun1,4,7.75,7.31818181818182
20170133,2017,jun2,1,8,7.31818181818182
20170133,2017,sep2,1,6,7.31818181818182
20170133,2018,jan2,1,7,7.31818181818182
20170133,2018,jun1,3,6.66666666666667,7.31818181818182
20170133,2018,jun2,2,7.5,7.31818181818182
20170133,2018,sep1,1,7,7.31818181818182
20170133,2019,jan1,1,9,7.31818181818182
20170133,2019,jun1,1,6,7.31818181818182
20170133,2019,sep2,1,7,7.31818181818182
20170133,2019,sep3,2,7,7.31818181818182
20170134,2017,jan1,1,9,9
20170135,2017,jun2,1,7,6.66666666666667
20170135,2017,sep1,1,6,6.66666666666667
20170135,2018,janps,1,7,6.66666666666667
20170136,2017,jan1,1,10,7.8
20170136,2017,jun1,1,7,7.8
20170136,2017,jun2,1,7,7.8
20170136,2017,sep1,1,6,7.8
20170136,2018,jan2,1,9,7.8
20170137,2017,jan1,1,10,8.64285714285714
20170137,2017,jan2,1,6,8.64285714285714
20170137,2017,jun1,1,9,8.64285714285714
20170137,2017,sep1,1,10,8.64285714285714
20170137,2018,jan2,1,10,8.64285714285714
20170137,2018,jun1,2,9.5,8.64285714285714
20170137,2018,sep2,1,8,8.64285714285714
20170137,2019,jan1,2,8,8.64285714285714
20170137,2019,jan2,1,9,8.64285714285714
20170137,2019,jun1,2,8,8.64285714285714
20170137,2019,sep1,1,8,8.64285714285714
20170140,2017,jan1,1,7,8.5
20170140,2019,jun1,1,10,8.5
20170142,2017,jan1,3,9,7.4375
20170142,2017,jun2,1,8,7.4375
20170142,2017,sep1,2,8.5,7.4375
20170142,2017,sep2,1,7,7.4375
20170142,2018,jan1,1,8,7.4375
20170142,2018,sep1,4,7,7.4375
20170142,2019,jun1,1,6,7.4375
20170142,2019,sep1,1,6,7.4375
20170142,2019,sep3,2,6,7.4375
20170143,2017,jan1,3,7.66666666666667,6.6
20170143,2017,jan2,1,6,6.6
20170143,2017,jun1,2,6,6.6
20170143,2017,jun2,1,6,6.6
20170143,2017,sep1,1,8,6.6
20170143,2017,sep2,1,6,6.6
20170143,2018,jun1,3,6.33333333333333,6.6
20170143,2018,sep1,1,7,6.6
20170143,2018,sep2,1,6,6.6
20170143,2019,jan2,2,6.5,6.6
20170143,2019,sep1,2,7,6.6
20170143,2019,sep3,2,6,6.6
20170144,2017,jan1,1,9,6.90909090909091
20170144,2017,jun1,1,6,6.90909090909091
20170144,2017,jun2,1,6,6.90909090909091
20170144,2017,sep1,2,7,6.90909090909091
20170144,2018,jun1,1,9,6.90909090909091
20170144,2018,jun2,1,7,6.90909090909091
20170144,2019,jan2,2,6.5,6.90909090909091
20170144,2019,sep1,1,6,6.90909090909091
20170144,2019,sep3,1,6,6.90909090909091
20170145,2017,jan1,1,6,6
20170146,2017,jan1,1,10,7.45454545454546
20170146,2017,jan2,1,7,7.45454545454546
20170146,2017,jun1,4,8,7.45454545454546
20170146,2017,jun2,2,6.5,7.45454545454546
20170146,2017,sep2,1,8,7.45454545454546
20170146,2018,jun1,1,6,7.45454545454546
20170146,2018,sep2,1,6,7.45454545454546
20170147,2017,jan1,3,8,7.7
20170147,2017,jan2,2,7,7.7
20170147,2017,jun1,3,8.33333333333333,7.7
20170147,2017,jun2,2,9,7.7
20170147,2018,jan1,2,7,7.7
20170147,2018,jan2,1,6,7.7
20170147,2018,jun1,4,8,7.7
20170147,2018,jun2,1,9,7.7
20170147,2018,sep1,2,8,7.7
20170147,2019,jan2,3,7.33333333333333,7.7
20170147,2019,jun1,3,7.33333333333333,7.7
20170147,2019,jun2,1,7,7.7
20170147,2019,sep1,1,8,7.7
20170147,2019,sep2,2,7,7.7
20170149,2017,jan1,1,7,6.83333333333333
20170149,2017,jun1,2,6,6.83333333333333
20170149,2017,jun2,1,8,6.83333333333333
20170149,2018,jun1,2,6.5,6.83333333333333
20170149,2018,jun2,2,6.5,6.83333333333333
20170149,2019,sep1,1,8,6.83333333333333
20170149,2019,sep2,1,6,6.83333333333333
20170149,2019,sep3,2,7.5,6.83333333333333
20170150,2017,jan1,1,9,8.5
20170150,2017,jan2,1,8,8.5
20170151,2017,jan1,2,7,7.3
20170151,2017,jan2,1,8,7.3
20170151,2017,jun1,2,7,7.3
20170151,2017,jun2,1,10,7.3
20170151,2017,sep1,2,6,7.3
20170151,2018,jan1,3,7.33333333333333,7.3
20170151,2018,jun1,3,8,7.3
20170151,2018,sep2,1,8,7.3
20170151,2019,jan2,2,6.5,7.3
20170151,2019,jun1,1,7,7.3
20170151,2019,jun2,1,7,7.3
20170151,2019,sep3,1,7,7.3
20170152,2017,jan1,3,9,7.57894736842105
20170152,2017,jun1,2,9,7.57894736842105
20170152,2017,jun2,1,7,7.57894736842105
20170152,2017,sep2,1,6,7.57894736842105
20170152,2018,jan1,2,6.5,7.57894736842105
20170152,2018,jun1,1,8,7.57894736842105
20170152,2018,jun2,1,9,7.57894736842105
20170152,2018,sep1,2,6.5,7.57894736842105
20170152,2018,sep2,1,7,7.57894736842105
20170152,2019,jan1,1,8,7.57894736842105
20170152,2019,jan2,1,7,7.57894736842105
20170152,2019,sep1,1,8,7.57894736842105
20170152,2019,sep2,1,7,7.57894736842105
20170152,2019,sep3,1,6,7.57894736842105
20170155,2017,jan1,1,9,7
20170155,2017,jun1,2,6.5,7
20170155,2018,jan1,1,6,7
20170156,2017,jan1,1,7,8
20170156,2017,jun1,3,8.33333333333333,8
20170157,2017,jan1,1,9,7
20170157,2017,jun1,1,7,7
20170157,2017,jun2,1,8,7
20170157,2017,sep2,1,6,7
20170157,2018,jan1,1,6,7
20170157,2018,jun2,1,6,7
20170157,2018,sep1,1,6,7
20170157,2018,sep2,1,6,7
20170157,2019,jan2,1,10,7
20170157,2019,jun2,1,6,7
20170157,2019,sep1,1,7,7
20170157,2019,sep3,1,7,7
20170159,2017,jun1,3,7.66666666666667,7.07692307692308
20170159,2017,jun2,2,8,7.07692307692308
20170159,2018,jan2,1,6,7.07692307692308
20170159,2018,jun1,2,6,7.07692307692308
20170159,2018,jun2,1,6,7.07692307692308
20170159,2018,sep2,1,6,7.07692307692308
20170159,2019,jun1,2,8.5,7.07692307692308
20170159,2019,jun2,1,6,7.07692307692308
20170161,2017,jan2,1,6,6
20170161,2018,jan2,1,6,6
20170161,2019,janps,1,6,6
20170163,2017,jan1,1,8,6.9
20170163,2017,jan2,2,7,6.9
20170163,2017,jun1,2,7,6.9
20170163,2017,jun2,2,6,6.9
20170163,2017,sep1,1,6,6.9
20170163,2017,sep2,1,7,6.9
20170163,2018,jun1,2,7.5,6.9
20170163,2018,jun2,2,7.5,6.9
20170163,2018,sep1,2,7,6.9
20170163,2018,sep2,2,6,6.9
20170163,2019,jun1,2,7,6.9
20170163,2019,sep3,1,7,6.9
20170164,2017,jan1,1,10,8.15
20170164,2017,jan2,2,6,8.15
20170164,2017,jun1,1,7,8.15
20170164,2017,sep1,1,7,8.15
20170164,2017,sep2,1,7,8.15
20170164,2018,jan1,2,8,8.15
20170164,2018,jun1,1,10,8.15
20170164,2018,jun2,1,7,8.15
20170164,2018,sep1,1,8,8.15
20170164,2019,jan1,1,9,8.15
20170164,2019,jan2,2,10,8.15
20170164,2019,janps,1,8,8.15
20170164,2019,jun1,1,9,8.15
20170164,2019,sep1,1,9,8.15
20170164,2019,sep3,3,8,8.15
20170167,2017,jan1,1,10,10
20170168,2017,jan1,1,10,7.2
20170168,2017,jun1,1,6,7.2
20170168,2017,jun2,2,6.5,7.2
20170168,2018,jan1,1,7,7.2
20170169,2017,jan1,1,8,7.55555555555556
20170169,2017,jun1,2,8.5,7.55555555555556
20170169,2017,jun2,2,7.5,7.55555555555556
20170169,2017,sep1,3,7.66666666666667,7.55555555555556
20170169,2018,jan1,1,8,7.55555555555556
20170169,2018,jan2,2,8,7.55555555555556
20170169,2018,jun1,2,7,7.55555555555556
20170169,2018,sep1,3,6.33333333333333,7.55555555555556
20170169,2019,jan1,3,8,7.55555555555556
20170169,2019,jan2,1,9,7.55555555555556
20170169,2019,jun2,3,8,7.55555555555556
20170169,2019,sep1,1,6,7.55555555555556
20170169,2019,sep2,2,7,7.55555555555556
20170169,2019,sep3,1,7,7.55555555555556
20170170,2017,jan1,1,8,7
20170170,2017,sep1,1,6,7
